source,precompshenav,condinsp,godcontent,DBIG_1,DBIG_2,DBIG_3,DBIG_4,DBIG_5,DBIG_6,DBIG_7,REI_3,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_34,contrast,contrast2,compbigd,comprati,compintu,Zprecompshenav,Zcomprati,Zcompintu,int1,int2,int3,int4,int5,int6,hirati,lorati,hiint4,loint4
2,4,1,0,3,3,2,4,2,3,3,3,2,2,2,4,2,2,2,3,1,1,2,2,2,2,5,4,3,3,1,3,4,2,2,1,2,1,4,4,5,2,2,0,2.85714285714286,4.42105263157895,2.5,-.533551460605268,-.846412136665952,-1.76117868090579,-1.06710292121054,0,-3.52235736181158,-1.6928242733319,0,0,-1.84641213666595,.153587863334048,-3.6928242733319,.307175726668097
2,7,3,0,2,2,3,2,3,1,1,4,1,1,1,1,5,1,2,1,3,1,4,1,1,2,1,1,3,5,4,5,4,5,4,3,4,4,4,4,1,1,-1,-1,2,6.05263157894737,4.08333333333333,.501871842631831,1.8817786646977,1.01600950753637,-.501871842631831,-.501871842631831,-1.01600950753637,-1.8817786646977,-1.01600950753637,-1.8817786646977,.881778664697695,2.88177866469769,-.881778664697695,-2.88177866469769
2,10,2,0,3,5,5,5,5,5,5,2,3,4,3,4,3,3,3,3,4,3,3,1,2,2,2,3,3,5,5,5,4,2,4,3,4,4,3,4,3,3,-1,1,4.71428571428571,4.52631578947368,3.83333333333333,1.53729514586893,-.670399826900556,.577506109361294,-1.53729514586893,1.53729514586893,-.577506109361294,.670399826900556,.577506109361294,-.670399826900556,-1.67039982690056,.329600173099444,1.67039982690056,-.329600173099444
2,10,2,0,3,4,4,5,4,2,5,4,1,4,1,1,4,1,2,2,5,1,5,2,1,4,2,2,2,5,4,3,4,2,2,4,3,3,5,3,1,1,-1,1,3.85714285714286,5.89473684210526,3.33333333333333,1.53729514586893,1.6177602000496,-.299500686988863,-1.53729514586893,1.53729514586893,.299500686988863,-1.6177602000496,-.299500686988863,1.6177602000496,.6177602000496,2.6177602000496,-.6177602000496,-2.6177602000496
2,10,2,0,3,5,5,5,5,5,5,4,4,3,2,3,3,3,2,3,4,2,4,3,2,4,2,4,4,4,4,4,4,3,3,3,3,2,2,4,3,3,-1,1,4.71428571428571,4.84210526315789,3.33333333333333,1.53729514586893,-.142362897604366,-.299500686988863,-1.53729514586893,1.53729514586893,.299500686988863,.142362897604366,-.299500686988863,-.142362897604366,-1.14236289760437,.857637102395634,1.14236289760437,-.857637102395634
2,8,1,0,4,4,5,1,2,1,1,3,1,1,2,1,4,1,1,4,5,2,4,1,2,3,1,4,4,2,3,4,3,4,4,4,4,3,3,5,1,1,2,0,2.57142857142857,5.68421052631579,3.58333333333333,.847012943710864,1.26573558051881,.139002711186216,1.69402588742173,0,.278005422372431,2.53147116103761,0,0,.265735580518807,2.26573558051881,.531471161037615,4.53147116103762
2,6,3,0,2,2,4,5,3,2,3,4,5,4,2,3,2,4,1,4,5,3,5,3,2,3,1,3,4,4,2,4,2,5,4,3,3,5,3,4,2,2,-1,-1,3,4.84210526315789,3.58333333333333,.156730741552798,-.142362897604366,.139002711186216,-.156730741552798,-.156730741552798,-.139002711186216,.142362897604366,-.139002711186216,.142362897604366,-1.14236289760437,.857637102395634,1.14236289760437,-.857637102395634
2,9,1,0,2,4,5,4,5,5,5,4,1,2,1,2,5,1,4,4,5,1,4,2,1,2,4,2,4,5,5,5,4,5,4,4,2,5,5,5,2,4,2,0,4.28571428571429,5.31578947368421,4.41666666666667,1.1921540447899,.649692496339919,1.60068070510314,2.38430808957979,0,3.20136141020629,1.29938499267984,0,0,-.350307503660081,1.64969249633992,-.700615007320161,3.29938499267984
2,10,3,0,3,5,5,5,1,1,1,3,1,1,1,1,2,1,2,1,5,1,5,1,1,3,1,3,3,5,4,4,4,5,4,3,2,5,5,5,1,1,-1,-1,3,5.94736842105263,4.08333333333333,1.53729514586893,1.7057663549323,1.01600950753637,-1.53729514586893,-1.53729514586893,-1.01600950753637,-1.7057663549323,-1.01600950753637,-1.7057663549323,.705766354932299,2.7057663549323,-.705766354932299,-2.7057663549323
2,10,3,0,5,5,5,5,5,5,5,5,4,1,1,1,2,3,1,1,4,1,3,1,1,4,3,4,2,1,2,1,2,4,1,4,1,2,4,3,1,2,-1,-1,5,5.52631578947368,2.25,1.53729514586893,1.00171711587071,-2.19968207908087,-1.53729514586893,-1.53729514586893,2.19968207908087,-1.00171711587071,2.19968207908087,-1.00171711587071,.0017171158707121,2.00171711587071,-.0017171158707121,-2.00171711587071
2,10,3,0,5,5,5,1,1,1,1,3,4,5,1,5,1,5,5,2,1,5,5,4,2,5,1,4,5,5,5,5,5,5,1,3,5,5,5,5,5,1,-1,-1,2.71428571428571,4.10526315789474,4.5,1.53729514586893,-1.37444906596214,1.74684850449484,-1.53729514586893,-1.53729514586893,-1.74684850449484,1.37444906596214,-1.74684850449484,1.37444906596214,-2.37444906596214,-.374449065962142,2.37444906596214,.374449065962142
2,6,3,0,2,2,3,3,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1,-1,2.42857142857143, , ,.156730741552798, , ,-.156730741552798,-.156730741552798, , , , , , , , 
2,10,3,0,5,1,1,1,1,1,1,1,3,3,3,4,3,5,2,3,4,2,4,4,2,3,2,3,5,5,4,5,3,5,3,3,1,5,5,4,1,4,-1,-1,1.57142857142857,4.52631578947368,4,1.53729514586893,-.670399826900556,.86984170814468,-1.53729514586893,-1.53729514586893,-.86984170814468,.670399826900556,-.86984170814468,.670399826900556,-1.67039982690056,.329600173099444,1.67039982690056,-.329600173099444
2,5,1,0,2,2,4,3,4,4,5,3,2,3,2,3,2,2,2,3,3,2,3,2,2,2,2,3,4,4,4,5,3,5,4,4,3,4,1,5,2,2,2,0,3.42857142857143,4.89473684210526,3.83333333333333,-.188410359526235,-.054356742721668,.577506109361294,-.37682071905247,0,1.15501221872259,-.108713485443336,0,0,-1.05435674272167,.945643257278332,-2.10871348544334,1.89128651455666
2,10,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,3,4.47368421052632,3,1.53729514586893,-.758405981783254,-.884171884555635,-1.53729514586893,-1.53729514586893,.884171884555635,.758405981783254,.884171884555635,.758405981783254,-1.75840598178325,.241594018216746,1.75840598178325,-.241594018216746
2,10,1,0,5,5,5,5,5,5,5,3,2,2,2,4,3,3,3,3,4,3,4,3,2,4,2,3,4,4,4,4,3,4,4,3,3,4,4,4,2,3,2,0,5,4.89473684210526,3.75,1.53729514586893,-.054356742721668,.431338309969601,3.07459029173786,0,.862676619939202,-.108713485443336,0,0,-1.05435674272167,.945643257278332,-2.10871348544334,1.89128651455666
2,6.5,2,0,5,5,1,1,1,1,1,3,4,3,3,2,4,3,3,4,4,4,4,4,5,3,1,4,3,4,5,4,3,3,4,4,4,4,5,5,4,4,-1,1,2.14285714285714,4.31578947368421,4,.329301292092315,-1.02242444643135,.86984170814468,-.329301292092315,.329301292092315,-.86984170814468,1.02242444643135,.86984170814468,-1.02242444643135,-2.02242444643135,-.0224244464313488,2.02242444643135,.0224244464313488
2,7.5,2,1,5,4,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,1,2.57142857142857,3.52631578947368,5,.674442393171348,-2.34251676967182,2.62385530084499,-.674442393171348,.674442393171348,-2.62385530084499,2.34251676967182,2.62385530084499,-2.34251676967182,-3.34251676967182,-1.34251676967182,3.34251676967182,1.34251676967182
2,10,3,0,2,3,4,4,4,5,2,3,2,3,2,1,3,2,2,2,4,2,4,3,2,2,3,2,4,4,4,4,4,4,4,3,2,4,4,4,2,3,-1,-1,3.42857142857143,5.10526315789474,3.75,1.53729514586893,.297667876809126,.431338309969601,-1.53729514586893,-1.53729514586893,-.431338309969601,-.297667876809126,-.431338309969601,-.297667876809126,-.702332123190874,1.29766787680913,.702332123190874,-1.29766787680913
2,10,3,0,5,5,5,5,5,5,5,4,2,4,2,1,1,1,4,1,4,1,2,1,1,1,1,1,3,5,4,4,3,5,4,1,1,4,4,4,1,1,-1,-1,5,5.36842105263158,3.5,1.53729514586893,.737698651222617,-.00716508820547745,-1.53729514586893,-1.53729514586893,.00716508820547745,-.737698651222617,.00716508820547745,-.737698651222617,-.262301348777383,1.73769865122262,.262301348777383,-1.73769865122262
2,2,3,0,1,2,2,3,4,2,4,2,4,3,2,3,3,2,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,2,4,3,4,-1,-1,2.57142857142857,4.21052631578947,3.58333333333333,-1.22383366276333,-1.19843675619675,.139002711186216,1.22383366276333,1.22383366276333,-.139002711186216,1.19843675619675,-.139002711186216,1.19843675619675,-2.19843675619675,-.198436756196746,2.19843675619675,.198436756196746
2,7,2,1,5,5,2,2,2,1,1,3,1,3,2,4,1,1,4,3,5,3,5,3,3,4,1,4,5,5,4,5,5,5,5,2,5,5,5,5,4,4,-1,1,2.57142857142857,4.73684210526316,4.66666666666667,.501871842631831,-.318375207369763,2.03918410327822,-.501871842631831,.501871842631831,-2.03918410327822,.318375207369763,2.03918410327822,-.318375207369763,-1.31837520736976,.681624792630237,1.31837520736976,-.681624792630237
2,2.5,1,0,1,1,2,1,3,3,1,4,1,3,3,2,3,2,1,1,3,3,3,3,2,4,1,3,4,4,3,3,2,2,4,5,3,4,2,5,3,1,2,0,1.71428571428571,5.26315789473684,3.41666666666667,-1.05126311222382,.561686341457221,-.153332887597171,-2.10252622444764,0,-.306665775194341,1.12337268291444,0,0,-.438313658542779,1.56168634145722,-.876627317085557,3.12337268291444
2,6.5,3,0,2,3,3,4,5,5,5,3,1,3,1,1,4,1,3,1,4,1,5,1,2,3,1,2,4,4,4,4,4,5,2,4,1,2,3,3,2,1,-1,-1,3.85714285714286,5.78947368421053,3.33333333333333,.329301292092315,1.4417478902842,-.299500686988863,-.329301292092315,-.329301292092315,.299500686988863,-1.4417478902842,.299500686988863,-1.4417478902842,.441747890284204,2.4417478902842,-.441747890284204,-2.4417478902842
2,10,3,0,3,5,5,5,5,5,5,3,3,4,1,1,3,1,1,3,1,2,3,1,2,2,1,2,4,5,5,5,4,4,5,5,3,5,4,5,2,1,-1,-1,4.71428571428571,5.21052631578947,4.5,1.53729514586893,.473680186574522,1.74684850449484,-1.53729514586893,-1.53729514586893,-1.74684850449484,-.473680186574522,-1.74684850449484,-.473680186574522,-.526319813425478,1.47368018657452,.526319813425478,-1.47368018657452
2,1.5,2,0,1,1,1,1,1,5,3,4,1,1,1,1,4,1,1,1,5,1,2,1,4,3,1,1,4,4,4,4,4,4,3,4,4,4,2,5,1,1,-1,1,1.85714285714286,5.94736842105263,3.83333333333333,-1.39640421330285,1.7057663549323,.577506109361294,1.39640421330285,-1.39640421330285,-.577506109361294,-1.7057663549323,.577506109361294,1.7057663549323,.705766354932299,2.7057663549323,-.705766354932299,-2.7057663549323
2,7.5,2,0,3,5,5,5,5,5,5,3,1,1,1,1,4,2,1,1,3,1,3,1,1,3,1,3,1,3,3,3,3,5,3,1,4,5,5,5,1,1,-1,1,4.71428571428571,5.84210526315789,3.41666666666667,.674442393171348,1.5297540451669,-.153332887597171,-.674442393171348,.674442393171348,.153332887597171,-1.5297540451669,-.153332887597171,1.5297540451669,.529754045166902,2.5297540451669,-.529754045166902,-2.5297540451669
2,10,2,0,5,5,5,3,1,1,1,3,1,1,4,4,3,1,1,4,5,5,5,4,1,5,1,1,5,1,3,3,3,5,1,5,5,2,5,5,2,1,-1,1,3,5.36842105263158,3.58333333333333,1.53729514586893,.737698651222617,.139002711186216,-1.53729514586893,1.53729514586893,-.139002711186216,-.737698651222617,.139002711186216,.737698651222617,-.262301348777383,1.73769865122262,.262301348777383,-1.73769865122262
2,8.5,2,0,2,3,4,3,4,5,2,4,2,2,2,2,4,1,2,2,3,2,4,2,1,3,1,3,3,4,4,4,3,3,3,3,2,3,2,5,1,2,-1,1,3.28571428571429,5.52631578947368,3.25,1.01958349425038,1.00171711587071,-.445668486380556,-1.01958349425038,1.01958349425038,.445668486380556,-1.00171711587071,-.445668486380556,1.00171711587071,.0017171158707121,2.00171711587071,-.0017171158707121,-2.00171711587071
2,10,2,0,5,3,5,5,5,5,5,2,2,3,4,2,2,4,4,2,3,3,2,4,5,2,4,4,4,4,4,4,2,3,2,4,4,3,3,3,3,2,-1,1,4.71428571428571,4.05263157894737,3.33333333333333,1.53729514586893,-1.46245522084484,-.299500686988863,-1.53729514586893,1.53729514586893,.299500686988863,1.46245522084484,-.299500686988863,-1.46245522084484,-2.46245522084484,-.462455220844841,2.46245522084484,.462455220844841
2,6,3,0,1,5,4,3,4,4,4,5,1,1,1,5,4,1,1,1,5,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5,1,1,-1,-1,3.57142857142857,6.21052631578947,4.66666666666667,.156730741552798,2.14579712934579,2.03918410327822,-.156730741552798,-.156730741552798,-2.03918410327822,-2.14579712934579,-2.03918410327822,-2.14579712934579,1.14579712934579,3.14579712934579,-1.14579712934579,-3.14579712934579
2,5.5,2,0,3,3,2,2,3,3,4,4,2,2,1,1,4,3,2,1,4,2,4,2,2,4,2,3,4,4,3,4,3,3,4,4,2,4,2,4,2,2,-1,1,2.85714285714286,5.52631578947368,3.41666666666667,-.0158398089867185,1.00171711587071,-.153332887597171,.0158398089867185,-.0158398089867185,.153332887597171,-1.00171711587071,-.153332887597171,1.00171711587071,.0017171158707121,2.00171711587071,-.0017171158707121,-2.00171711587071
2,9,1,0,3,5,5,1,1,1,1,4,3,3,2,3,3,3,3,3,4,2,2,3,2,3,3,3,3,4,3,3,4,3,4,4,3,4,3,4,2,2,2,0,2.42857142857143,4.78947368421053,3.5,1.1921540447899,-.230369052487064,-.00716508820547745,2.38430808957979,0,-.0143301764109549,-.460738104974127,0,0,-1.23036905248706,.769630947512936,-2.46073810497413,1.53926189502587
2,10,3,0,5,5,5,4,5,5,1,4,5,4,5,4,3,5,4,4,4,5,5,5,5,4,3,4,4,4,3,4,4,3,4,4,4,4,3,3,5,4,-1,-1,4.28571428571429,3.68421052631579,3.66666666666667,1.53729514586893,-2.07849830502373,.285170510577908,-1.53729514586893,-1.53729514586893,-.285170510577908,2.07849830502373,-.285170510577908,2.07849830502373,-3.07849830502373,-1.07849830502373,3.07849830502373,1.07849830502373
2,8.5,1,1,3,3,5,5,5,5,5,3,2,4,4,3,3,3,4,2,5,2,4,3,2,3,2,3,3,4,4,4,2,3,2,3,2,4,2,4,2,2,2,0,4.42857142857143,4.84210526315789,3.08333333333333,1.01958349425038,-.142362897604366,-.738004085163941,2.03916698850076,0,-1.47600817032788,-.284725795208732,0,0,-1.14236289760437,.857637102395634,-2.28472579520873,1.71527420479127
2,10,1,0,3,5,4,5,5,5,5,3,2,3,2,3,3,4,2,4,4,2,4,2,2,3,2,2,5,4,5,4,5,4,4,4,4,4,4,4,2,2,2,0,4.57142857142857,5,4.25,1.53729514586893,.121655567043729,1.30834510631976,3.07459029173786,0,2.61669021263952,.243311134087458,0,0,-.878344432956271,1.12165556704373,-1.75668886591254,2.24331113408746
2,1,2,0,5,1,4,3,3,2,1,2,3,4,2,3,3,4,1,5,3,1,3,4,2,3,3,3,3,1,1,2,4,5,2,3,2,1,2,4,1,2,-1,1,2.71428571428571,4.63157894736842,2.5,-1.56897476384237,-.494387517135159,-1.76117868090579,1.56897476384237,-1.56897476384237,1.76117868090579,.494387517135159,-1.76117868090579,-.494387517135159,-1.49438751713516,.505612482864841,1.49438751713516,-.505612482864841
2,9.5,2,0,5,5,1,1,1,1,1,4,5,3,3,2,4,3,3,3,5,3,5,2,1,3,3,4,4,4,4,4,4,4,5,4,3,5,4,4,1,4,-1,1,2.14285714285714,4.89473684210526,4.08333333333333,1.36472459532941,-.054356742721668,1.01600950753637,-1.36472459532941,1.36472459532941,-1.01600950753637,.054356742721668,1.01600950753637,-.054356742721668,-1.05435674272167,.945643257278332,1.05435674272167,-.945643257278332
2,5,2,0,1,1,2,2,3,4,1,4,2,3,2,2,4,2,2,2,4,2,4,1,2,3,2,2,3,2,2,3,2,2,3,2,3,4,4,4,2,2,-1,1,2,5.42105263157895,2.83333333333333,-.188410359526235,.825704806105316,-1.17650748333902,.188410359526235,-.188410359526235,1.17650748333902,-.825704806105316,-1.17650748333902,.825704806105316,-.174295193894684,1.82570480610532,.174295193894684,-1.82570480610532
2,10,3,0,5,5,5,1,3,1,1,2,3,3,3,3,2,3,2,4,2,3,3,2,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3,3,-1,-1,3,4.36842105263158,2.58333333333333,1.53729514586893,-.934418291548651,-1.6150108815141,-1.53729514586893,-1.53729514586893,1.6150108815141,.934418291548651,1.6150108815141,.934418291548651,-1.93441829154865,.065581708451349,1.93441829154865,-.065581708451349
2,10,3,0,5,5,5,5,5,5,5,5,1,1,1,2,5,1,1,1,5,1,5,1,1,5,1,5,4,5,5,5,3,4,3,2,2,3,4,3,1,1,-1,-1,5,6.21052631578947,3.58333333333333,1.53729514586893,2.14579712934579,.139002711186216,-1.53729514586893,-1.53729514586893,-.139002711186216,-2.14579712934579,-.139002711186216,-2.14579712934579,1.14579712934579,3.14579712934579,-1.14579712934579,-3.14579712934579
2,10,2,0,1,1,1,1,1,1,1,5,1,2,5,5,1,1,3,2,1,3,2,1,3,2,2,5,2,2,2,5,1,5,5,2,5,3,1,5,5,1,-1,1,1,4.42105263157895,3.16666666666667,1.53729514586893,-.846412136665952,-.591836285772249,-1.53729514586893,1.53729514586893,.591836285772249,.846412136665952,-.591836285772249,-.846412136665952,-1.84641213666595,.153587863334048,1.84641213666595,-.153587863334048
2,5,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,1,3,4.47368421052632,3,-.188410359526235,-.758405981783254,-.884171884555635,.188410359526235,-.188410359526235,.884171884555635,.758405981783254,-.884171884555635,-.758405981783254,-1.75840598178325,.241594018216746,1.75840598178325,-.241594018216746
2,10,2,0,5,5,4,3,1,1,1,4,1,3,1,1,4,5,3,4,1,1,1,1,1,4,1,3,4,4,5,4,4,1,3,4,3,2,2,4,1,1,-1,1,2.85714285714286,5.21052631578947,3.33333333333333,1.53729514586893,.473680186574522,-.299500686988863,-1.53729514586893,1.53729514586893,.299500686988863,-.473680186574522,-.299500686988863,.473680186574522,-.526319813425478,1.47368018657452,.526319813425478,-1.47368018657452
2,5,3,0,2,2,3,4,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1,-1,3.14285714285714, , ,-.188410359526235, , ,.188410359526235,.188410359526235, , , , , , , , 
2,10,1,1,3,5,5,5,5,5,5,5,1,1,1,1,5,5,2,1,5,1,5,2,3,3,1,3,4,5,5,5,5,4,3,4,2,4,3,4,1,1,2,0,4.71428571428571,5.84210526315789,4,1.53729514586893,1.5297540451669,.86984170814468,3.07459029173786,0,1.73968341628936,3.0595080903338,0,0,.529754045166902,2.5297540451669,1.0595080903338,5.0595080903338
2,3.5,3,0,1,1,1,1,4,1,1,4,1,3,1,1,3,2,4,1,2,3,4,4,3,2,3,2,4,4,4,4,1,4,2,4,2,2,2,2,4,2,-1,-1,1.42857142857143,4.89473684210526,2.91666666666667,-.706122011144785,-.054356742721668,-1.03033968394733,.706122011144785,.706122011144785,1.03033968394733,.054356742721668,1.03033968394733,.054356742721668,-1.05435674272167,.945643257278332,1.05435674272167,-.945643257278332
2,1,3,0,1,1,1,1,5,5,5,3,3,3,3,2,4,1,2,3,4,1,3,3,3,3,2,4,3,3,5,3,3,4,2,4,3,3,4,5,4,4,-1,-1,2.71428571428571,4.78947368421053,3.5,-1.56897476384237,-.230369052487064,-.00716508820547745,1.56897476384237,1.56897476384237,.00716508820547745,.230369052487064,.00716508820547745,.230369052487064,-1.23036905248706,.769630947512936,1.23036905248706,-.769630947512936
2,7.5,1,0,2,3,4,4,4,4,4,4,2,2,2,2,3,2,2,2,4,2,4,2,2,3,3,2,3,3,2,3,3,3,3,3,2,3,4,3,2,2,2,0,3.57142857142857,5.31578947368421,2.91666666666667,.674442393171348,.649692496339919,-1.03033968394733,1.3488847863427,0,-2.06067936789466,1.29938499267984,0,0,-.350307503660081,1.64969249633992,-.700615007320161,3.29938499267984
2,10,2,0,5,5,5,4,1,5,5,1,5,3,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,3,5,-1,1,4.28571428571429,3.73684210526316,4.83333333333333,1.53729514586893,-1.99049215014103,2.33151970206161,-1.53729514586893,1.53729514586893,-2.33151970206161,1.99049215014103,2.33151970206161,-1.99049215014103,-2.99049215014103,-.99049215014103,2.99049215014103,.99049215014103
1,1,3,0,1,1,2,2,4,2,3,2,3,3,3,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,3,3,3,2,4,3,2,3,3,3,3,2,-1,-1,2.14285714285714,4.73684210526316,2.83333333333333,-1.56897476384237,-.318375207369763,-1.17650748333902,1.56897476384237,1.56897476384237,1.17650748333902,.318375207369763,1.17650748333902,.318375207369763,-1.31837520736976,.681624792630237,1.31837520736976,-.681624792630237
1,1.5,3,0,1,1,4,5,4,5,2,4,2,5,1,3,2,3,5,3,5,3,4,2,2,4,1,3,4,4,3,4,3,4,3,4,3,4,2,4,3,4,-1,-1,3.14285714285714,4.78947368421053,3.5,-1.39640421330285,-.230369052487064,-.00716508820547745,1.39640421330285,1.39640421330285,.00716508820547745,.230369052487064,.00716508820547745,.230369052487064,-1.23036905248706,.769630947512936,1.23036905248706,-.769630947512936
1,1.5,2,1,1,1,1,2,1,1,5,4,2,2,3,4,2,4,2,4,2,4,3,4,4,4,2,3,4,4,4,4,2,3,4,4,4,4,4,3,2,3,-1,1,1.71428571428571,4.42105263157895,3.66666666666667,-1.39640421330285,-.846412136665952,.285170510577908,1.39640421330285,-1.39640421330285,-.285170510577908,.846412136665952,.285170510577908,-.846412136665952,-1.84641213666595,.153587863334048,1.84641213666595,-.153587863334048
1,2,1,0,1,1,2,2,1,1,4,3,1,4,3,3,3,3,2,3,4,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,4,3,2,4,2,2,2,0,1.71428571428571,4.89473684210526,3,-1.22383366276333,-.054356742721668,-.884171884555635,-2.44766732552667,0,-1.76834376911127,-.108713485443336,0,0,-1.05435674272167,.945643257278332,-2.10871348544334,1.89128651455666
1,1,1,0,1,1,1,1,2,2,3,4,1,1,1,2,4,1,2,1,4,2,4,2,1,5,2,2,4,4,2,3,4,2,3,4,3,4,3,4,2,2,2,0,1.57142857142857,5.84210526315789,3.33333333333333,-1.56897476384237,1.5297540451669,-.299500686988863,-3.13794952768473,0,-.599001373977726,3.0595080903338,0,0,.529754045166902,2.5297540451669,1.0595080903338,5.0595080903338
1,1,1,0,5,5,5,5,5,5,3,4,2,2,1,2,3,2,2,2,5,2,2,1,3,3,2,2,4,3,4,4,3,4,3,2,2,3,3,3,2,2,2,0,4.71428571428571,5.36842105263158,3.16666666666667,-1.56897476384237,.737698651222617,-.591836285772249,-3.13794952768473,0,-1.1836725715445,1.47539730244523,0,0,-.262301348777383,1.73769865122262,-.524602697554766,3.47539730244523
1,1.5,1,0,3,3,4,4,4,5,5,5,2,2,1,2,3,1,2,1,2,1,4,1,2,1,2,2,2,3,2,4,2,5,4,3,3,4,4,5,2,1,2,0,4,5.52631578947368,3.41666666666667,-1.39640421330285,1.00171711587071,-.153332887597171,-2.7928084266057,0,-.306665775194341,2.00343423174142,0,0,.0017171158707121,2.00171711587071,.00343423174142421,4.00343423174142
1,2,1,0,1,1,1,1,2,2,3,4,2,2,1,2,4,2,2,2,5,2,4,2,2,3,2,2,3,3,3,3,2,4,4,2,2,4,4,4,2,4,2,0,1.57142857142857,5.42105263157895,3.16666666666667,-1.22383366276333,.825704806105316,-.591836285772249,-2.44766732552667,0,-1.1836725715445,1.65140961221063,0,0,-.174295193894684,1.82570480610532,-.348590387789367,3.65140961221063
1,1,2,0,1,1,1,1,4,4,4,4,2,2,2,2,4,1,1,1,4,2,4,2,2,4,1,4,4,5,4,4,4,4,4,5,4,4,4,4,1,2,-1,1,2.28571428571429,5.63157894736842,4.16666666666667,-1.56897476384237,1.17772942563611,1.16217730692807,1.56897476384237,-1.56897476384237,-1.16217730692807,-1.17772942563611,1.16217730692807,1.17772942563611,.177729425636109,2.17772942563611,-.177729425636109,-2.17772942563611
1,1,2,0,1,2,2,2,3,4,4,4,2,1,1,2,4,2,2,1,2,3,5,2,2,2,1,3,4,4,4,4,3,4,3,4,3,5,3,5,2,3,-1,1,2.57142857142857,5.36842105263158,3.83333333333333,-1.56897476384237,.737698651222617,.577506109361294,1.56897476384237,-1.56897476384237,-.577506109361294,-.737698651222617,.577506109361294,.737698651222617,-.262301348777383,1.73769865122262,.262301348777383,-1.73769865122262
1,1,3,0,4,4,5,4,5,5,4,4,1,1,2,1,4,1,1,1,5,1,2,3,2,3,2,3,4,4,4,4,4,3,3,4,4,4,5,4,1,1,-1,-1,4.42857142857143,5.73684210526316,3.91666666666667,-1.56897476384237,1.35374173540151,.723673908752987,1.56897476384237,1.56897476384237,-.723673908752987,-1.35374173540151,-.723673908752987,-1.35374173540151,.353741735401505,2.35374173540151,-.353741735401505,-2.35374173540151
1,2,3,0,1,1,2,5,3,4,2,2,3,3,3,2,4,1,2,3,1,1,5,2,3,3,4,3,3,2,3,3,3,3,4,4,2,3,2,5,3,3,-1,-1,2.57142857142857,4.78947368421053,3.08333333333333,-1.22383366276333,-.230369052487064,-.738004085163941,1.22383366276333,1.22383366276333,.738004085163941,.230369052487064,.738004085163941,.230369052487064,-1.23036905248706,.769630947512936,1.23036905248706,-.769630947512936
1,2.5,1,0,5,5,3,3,2,3,5,4,2,1,2,2,2,2,4,1,2,1,4,2,5,4,2,2,3,3,4,4,4,4,4,4,2,3,3,2,3,2,2,0,3.71428571428571,5.10526315789474,3.33333333333333,-1.05126311222382,.297667876809126,-.299500686988863,-2.10252622444764,0,-.599001373977726,.595335753618253,0,0,-.702332123190874,1.29766787680913,-1.40466424638175,2.59533575361825
1,2,3,0,1,2,2,3,4,3,1,2,4,4,2,3,2,4,5,2,2,2,4,3,5,2,4,2,5,4,4,4,4,4,3,4,4,4,2,4,3,4,-1,-1,2.28571428571429,4.05263157894737,3.83333333333333,-1.22383366276333,-1.46245522084484,.577506109361294,1.22383366276333,1.22383366276333,-.577506109361294,1.46245522084484,-.577506109361294,1.46245522084484,-2.46245522084484,-.462455220844841,2.46245522084484,.462455220844841
1,2,3,0,1,1,1,2,5,3,2,4,2,2,1,2,4,1,2,2,5,2,4,1,1,3,2,2,3,3,4,3,3,3,2,2,2,4,2,4,1,2,-1,-1,2.14285714285714,5.73684210526316,2.91666666666667,-1.22383366276333,1.35374173540151,-1.03033968394733,1.22383366276333,1.22383366276333,1.03033968394733,-1.35374173540151,1.03033968394733,-1.35374173540151,.353741735401505,2.35374173540151,-.353741735401505,-2.35374173540151
1,3,3,0,1,4,3,3,2,1,4,3,2,4,1,2,4,1,2,3,5,1,4,2,3,3,3,4,3,4,3,4,3,5,4,2,3,4,4,4,2,2,-1,-1,2.57142857142857,5.21052631578947,3.58333333333333,-.878692561684301,.473680186574522,.139002711186216,.878692561684301,.878692561684301,-.139002711186216,-.473680186574522,-.139002711186216,-.473680186574522,-.526319813425478,1.47368018657452,.526319813425478,-1.47368018657452
