survey_idno,sid,file_id,vid,name,labl,var_intrvl,var_dcml,var_wgt,var_start_pos,var_end_pos,var_width,var_imputation,var_security,var_respunit,var_qstn_preqtxt,var_qstn_qstnlit,var_qstn_postqtxt,var_qstn_ivulnstr,var_universe,var_sumstat,var_txt,var_catgry,var_codinstr,var_concept,var_format,var_notes
RCTevaluation_of_Skhokho,35,F1,V1,id_m0,id_m0,contin,0,,,,,,,,,,,,,"[{""value"":""1461"",""type"":""vald""},{""value"":""12"",""type"":""invd""},{""value"":""59"",""type"":""min""},{""value"":""4592"",""type"":""max""},{""value"":""2337.046"",""type"":""mean""},{""value"":""1320.933"",""type"":""stdev""}]",,,,,numeric,
